Job Title,Company,Location,Salary,Apply Link
Associate Data Standardization Analyst,Allegion,Bengaluru,₹6L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=312&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&cs=1_2777d3c5&cb=1713296189618&jobListingId=1009238775641&jrtk=5-yul1-0-1hrk6i9r9k7qh802-196755c65be8aa6b
Analyst Data Analytics,Victoria's Secret,Bengaluru,₹6L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=313&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&cs=1_c2fb5b58&cb=1713296189619&jobListingId=1009224219348&jrtk=5-yul1-0-1hrk6i9r9k7qh802-aa99efdebe2f903f
Data Analyst - Data Lake Support,Emmes,Bengaluru,₹5L - ₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=314&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&cs=1_53813564&cb=1713296189618&jobListingId=1009199029549&jrtk=5-yul1-0-1hrk6i9r9k7qh802-43102809f08153ab
Data Analyst,MMJ Talent Tech Private Limited,Delhi,₹5L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=315&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_718cb8bd&cb=1713296189619&jobListingId=1009208906549&jrtk=5-yul1-0-1hrk6i9r9k7qh802-676425f7c1ded50b
Data Analyst with strong SQL,Anika Technologies,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=316&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_81a67ea9&cb=1713296189620&jobListingId=1007026164231&jrtk=5-yul1-0-1hrk6i9r9k7qh802-284b2f480784b735
Marketing Ops Analyst - Remote,Sprinto,Remote,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=317&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3a42026b&cb=1713296189621&jobListingId=1009235984861&jrtk=5-yul1-0-1hrk6i9r9k7qh802-560b948c8696a67d
Data Analyst,Ganga Sweets,India,₹15T - ₹18T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=318&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5037a04f&cb=1713296189620&jobListingId=1009236948738&jrtk=5-yul1-0-1hrk6i9r9k7qh802-82015c14fa84c7fc
Sales Data Analyst,FuelBuddy,Gurgaon,₹3L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=319&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7c232d48&cb=1713296189620&jobListingId=1009235281068&jrtk=5-yul1-0-1hrk6i9r9k7qh802-774590315e40ab75
Data Analyst,Kondaas Automation Pvt Ltd,Coimbatore,₹3L - ₹5L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=320&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9170396a&cb=1713296189620&jobListingId=1009229752901&jrtk=5-yul1-0-1hrk6i9r9k7qh802-71e4a2569b93e396
Data Analyst,Growth Natives,Mohali,₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=321&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cffc3e24&cb=1713296189622&jobListingId=1009215255328&jrtk=5-yul1-0-1hrk6i9r9k7qh802-87d047366c7a1993
Data Analyst,Targray,Gurgaon,₹4L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=322&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_095d354c&cb=1713296189622&jobListingId=1009117134533&jrtk=5-yul1-0-1hrk6i9r9k7qh802-a7fa63576df72112
Data Analyst,Scientific Agriculture Laboratory Pvt Ltd,Madurai,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=323&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_482acdb4&cb=1713296189623&jobListingId=1009219543821&jrtk=5-yul1-0-1hrk6i9r9k7qh802-6628f7d664c334b0
Data Analyst,CORETECH INFOSYSTEMS,India,₹12T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=324&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6ed4fee8&cb=1713296189622&jobListingId=1009231650819&jrtk=5-yul1-0-1hrk6i9r9k7qh802-5c4d4af8cd16748c
Data Visualization Analyst (Mumbai),Navig8 Group,Mumbai,₹3L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=325&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_70652c08&cb=1713296189621&jobListingId=1009219089174&jrtk=5-yul1-0-1hrk6i9r9k7qh802-9253b24a03d53a9b
Data Analyst,Inxeption,Mumbai,₹4L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=326&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4edb8730&cb=1713296189621&jobListingId=1009206168621&jrtk=5-yul1-0-1hrk6i9r9k7qh802-cc2eb8ed183298e6
Data Analyst (analytics),Nielsen,Remote,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=327&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_be8e6939&cb=1713296189622&jobListingId=1008970956995&jrtk=5-yul1-0-1hrk6i9r9k7qh802-e3c9b2c823d2d680
Data Analyst,JB Poindexter (India) Private Limited,Bengaluru,₹5L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=328&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_19242164&cb=1713296189621&jobListingId=1009207367661&jrtk=5-yul1-0-1hrk6i9r9k7qh802-90e9c282043ff8ae
Analyst - Referential Data- H/F/X,Société Générale,Bengaluru,₹3L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=329&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&cs=1_361d45a9&cb=1713296189620&jobListingId=1009237047172&jrtk=5-yul1-0-1hrk6i9r9k7qh802-f2774ab28b406d71
Data Analyst,Nexgensis Technologies PVT LTD,Pune,₹2L - ₹4L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=330&ao=1136043&s=58&guid=0000018ee8692721acc3193b66bd57d6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2e603a67&cb=1713296189622&jobListingId=1009195939964&jrtk=5-yul1-0-1hrk6i9r9k7qh802-1a513c4b061bac5a
Data Analyst Fresher,Astegic,Jaipur,₹4L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=401&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&cs=1_0995b07a&cb=1713296194842&jobListingId=1009221135999&jrtk=5-yul1-0-1hrk6iesik7pv800-c907e116bc518cd8
Data Analyst,Rotork,Chennai,₹4L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=402&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8bc751ab&cb=1713296194843&jobListingId=1009066219477&jrtk=5-yul1-0-1hrk6iesik7pv800-972352f8f912b257
Data Analyst,SmartQ Bottle Lab Technologies Pvt Ltd,Bengaluru,₹4L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=403&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&cs=1_76fd8444&cb=1713296194842&jobListingId=1009209405733&jrtk=5-yul1-0-1hrk6iesik7pv800-9325a524350e8dcf
Markets Data Management Analyst,NatWest Digital X,Chennai,₹6L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=404&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&cs=1_332e5046&cb=1713296194842&jobListingId=1009239130661&jrtk=5-yul1-0-1hrk6iesik7pv800-b2508033ec967d95
Data Analyst - Asset Management,Saaki Argus & Averil Consulting,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=405&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3ebc501b&cb=1713296194843&jobListingId=1009190043257&jrtk=5-yul1-0-1hrk6iesik7pv800-6dd4a2130597ea90
Data Analyst,prwatech technologies,Bengaluru,₹2L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=406&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9d65caf8&cb=1713296194844&jobListingId=1009193894538&jrtk=5-yul1-0-1hrk6iesik7pv800-d5d99331cde6944c
Data Analyst - Founder's Office,Screen Magic Mobile Media Pvt. Ltd.,Pune,₹3L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=407&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_75e986da&cb=1713296194844&jobListingId=1009005525546&jrtk=5-yul1-0-1hrk6iesik7pv800-63090c065f49035a
Data Analyst/ Engineer,Hewlett Packard,Bengaluru,₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=408&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&cs=1_3eb6b860&cb=1713296194843&jobListingId=1009237481073&jrtk=5-yul1-0-1hrk6iesik7pv800-f199c076e78aa9f3
Associate Data Analytics,Publicis Groupe,Gurgaon,₹5L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=409&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_afa2c30c&cb=1713296194845&jobListingId=1009192452962&jrtk=5-yul1-0-1hrk6iesik7pv800-8c251aa1ec7c103b
Data Analyst,Experian,Hyderābād,₹5L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=410&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5652858c&cb=1713296194845&jobListingId=1009085809383&jrtk=5-yul1-0-1hrk6iesik7pv800-45726848d616e124
Data Analyst,A5 Labs,Remote,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=411&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&cs=1_d695c54a&cb=1713296194844&jobListingId=1009176536469&jrtk=5-yul1-0-1hrk6iesik7pv800-e198da9e35530fff
Data Classification Analyst,Saaki Argus & Averil Consulting,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=412&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a7d4c006&cb=1713296194846&jobListingId=1009182017926&jrtk=5-yul1-0-1hrk6iesik7pv800-24da443e12ec39f4
Data Analyst,Success Placement,Ahmedabad,₹10T - ₹25T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=413&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_22c072d7&cb=1713296194845&jobListingId=1009192491589&jrtk=5-yul1-0-1hrk6iesik7pv800-5ae98c5eaba20c58
Data Analyst,Intellizen Technology Solutions,India,₹15T - ₹20T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=414&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ec7fbdac&cb=1713296194845&jobListingId=1009193915668&jrtk=5-yul1-0-1hrk6iesik7pv800-53274e3623c6dc8f
Data Analyst Engineer,Ethos Life,Bengaluru,₹2L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=415&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_299fd48f&cb=1713296194846&jobListingId=1009123053020&jrtk=5-yul1-0-1hrk6iesik7pv800-abe6e45c0937c849
Remote nCode GlyphWorks enginnering Test Data Analyst,CapB InfoteK,Bengaluru,₹2L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=416&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a3a252dd&cb=1713296194845&jobListingId=1009021918750&jrtk=5-yul1-0-1hrk6iesik7pv800-6dd81d85218ac83e
Data Analyst,Gainwell Technologies LLC,Chennai,₹3L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=417&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&cs=1_2f70d676&cb=1713296194846&jobListingId=1009221509435&jrtk=5-yul1-0-1hrk6iesik7pv800-07a4811dd6673984
Data Analyst,ITGEEKS Technologies,Dewās,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=418&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_604d6a76&cb=1713296194846&jobListingId=1009198169701&jrtk=5-yul1-0-1hrk6iesik7pv800-15536c67840ef1d7
Data Analyst,Toolyt,Jaipur,₹35T - ₹45T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=419&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2b51d8ce&cb=1713296194846&jobListingId=1009027967960&jrtk=5-yul1-0-1hrk6iesik7pv800-1024f201cf82c114
Fabdata ( Data Analytics spotfire ) German,ThirdEye Data,Remote,₹50L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=420&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7ea8d97e&cb=1713296194846&jobListingId=1009223317021&jrtk=5-yul1-0-1hrk6iesik7pv800-d3bee241cd2ca79e
Waliku Data Analyst (Consultant),Save the Children,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=421&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&cs=1_d0045219&cb=1713296194846&jobListingId=1009238940345&jrtk=5-yul1-0-1hrk6iesik7pv800-b154164c34ad6bf2
Data Analyst,Screen Magic Mobile Media Pvt. Ltd.,Pune,₹3L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=422&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a16ac413&cb=1713296194847&jobListingId=1008944081917&jrtk=5-yul1-0-1hrk6iesik7pv800-dc3e9c62ea9c947d
Data Analyst,optimhire inc.,Mumbai,₹20T - ₹40T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=423&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2e8a707f&cb=1713296194846&jobListingId=1009112779183&jrtk=5-yul1-0-1hrk6iesik7pv800-074626e96f2e19db
Client Data Analyst,JPMorgan Chase & Co,Bengaluru,₹6L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=424&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&cs=1_0e3a443c&cb=1713296194845&jobListingId=1009235986168&jrtk=5-yul1-0-1hrk6iesik7pv800-be905fe7c1ae78b6
Data Analyst Associate,Ignitho,Chennai,₹9L - ₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=425&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&cs=1_7772d0dc&cb=1713296194846&jobListingId=1008961666743&jrtk=5-yul1-0-1hrk6iesik7pv800-b547308513002594
Data Analyst,Tasmeem Studio,Surat,₹25T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=426&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2768dd28&cb=1713296194847&jobListingId=1009197817437&jrtk=5-yul1-0-1hrk6iesik7pv800-27bb86a4f539e4b8
Content Data Analyst,Nlb Services,Hyderābād,₹1L - ₹3L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=427&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a0718f18&cb=1713296194847&jobListingId=1009205031394&jrtk=5-yul1-0-1hrk6iesik7pv800-bc20f0ffe9e546de
Data Analyst,Q-Dat IT Solutions,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=428&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_86c42601&cb=1713296194847&jobListingId=1005647008028&jrtk=5-yul1-0-1hrk6iesik7pv800-bde55d3608b97224
Data Analyst,Reelo Technologies,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=429&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&cs=1_96db8f5b&cb=1713296194846&jobListingId=1009209023302&jrtk=5-yul1-0-1hrk6iesik7pv800-89b628f56596e707
Data Quality Analyst,MINISTER OFFICE FURNITURE,Malappuram,₹15T - ₹23T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=430&ao=1136043&s=58&guid=0000018ee8693b53a39c4455e2bd1907&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_eaba9424&cb=1713296194847&jobListingId=1009238939914&jrtk=5-yul1-0-1hrk6iesik7pv800-0b8bcf1f2f35c083
Data Analyst II,Microsoft,Hyderābād,₹9L - ₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=501&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&cs=1_429d797f&cb=1713296200042&jobListingId=1009178057734&jrtk=5-yul1-0-1hrk6ijvnjg9q807-4890e83c170e20ae
Analyst - Privacy & Data Protection,Infosys,Bengaluru,₹3L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=502&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&cs=1_38efaa1a&cb=1713296200042&jobListingId=1009239103750&jrtk=5-yul1-0-1hrk6ijvnjg9q807-1f11ed1078f9322d
Research Analyst,"Mohr Partners, Inc.",Remote,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=503&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e855b88b&cb=1713296200044&jobListingId=1009223495369&jrtk=5-yul1-0-1hrk6ijvnjg9q807-06210e45a5463306
Associate Analyst,EY,Cochin,₹4L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=504&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&cs=1_8430bbaa&cb=1713296200044&jobListingId=1009239029227&jrtk=5-yul1-0-1hrk6ijvnjg9q807-0bb90661b0054b44
Junior Financial Analyst,Deel,Karnataka,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=505&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5677289b&cb=1713296200045&jobListingId=1009234341886&jrtk=5-yul1-0-1hrk6ijvnjg9q807-0921f38d69c42440
Data Analyst,Airtel India,Gurgaon,₹5L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=506&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&cs=1_8d88ec03&cb=1713296200045&jobListingId=1008799151634&jrtk=5-yul1-0-1hrk6ijvnjg9q807-a4d3a8a315de1c11
Data Analyst,MMStartup,Chennai,₹2L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=507&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8c946864&cb=1713296200045&jobListingId=1008688059883&jrtk=5-yul1-0-1hrk6ijvnjg9q807-86fb8c11188e2684
Data Analyst,Policynation,India,₹10T - ₹30T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=508&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_73e84182&cb=1713296200046&jobListingId=1009195937210&jrtk=5-yul1-0-1hrk6ijvnjg9q807-9cedb36d9f3a427b
Senior Data Analyst,INTELLUS DESIGN,South,₹5L - ₹15L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=509&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4d17e9c3&cb=1713296200046&jobListingId=1009206783362&jrtk=5-yul1-0-1hrk6ijvnjg9q807-07581fa59212238a
Business Analyst Male(US Process),Adriyana Solutions Pvt Ltd,Remote,₹90T - ₹1L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=510&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_95847ffa&cb=1713296200047&jobListingId=1009235969924&jrtk=5-yul1-0-1hrk6ijvnjg9q807-66b783d63e652562
Data Analyst,AMBC,Hyderābād,₹2L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=511&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d3e1dfa3&cb=1713296200047&jobListingId=1009227897911&jrtk=5-yul1-0-1hrk6ijvnjg9q807-bc9f60b23c84ebbe
Data Analyst,HomeLane,Bengaluru,₹3L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=512&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&cs=1_582099e2&cb=1713296200046&jobListingId=1009160328641&jrtk=5-yul1-0-1hrk6ijvnjg9q807-d3c4f851a980d19d
Reference Data Specialist - Operations Analyst,JPMorgan Chase & Co,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=513&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&cs=1_433ad83a&cb=1713296200045&jobListingId=1009235322013&jrtk=5-yul1-0-1hrk6ijvnjg9q807-9be1437a11641c76
Business Analyst,Triveni Polychem,Noida,₹25T - ₹45T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=514&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1bded91b&cb=1713296200047&jobListingId=1009219046522&jrtk=5-yul1-0-1hrk6ijvnjg9q807-43d0ba138d97a1e9
Lead Data Analyst - Ad Tech,Insticator Inc,Remote,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=515&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f75b90c2&cb=1713296200047&jobListingId=1009218073154&jrtk=5-yul1-0-1hrk6ijvnjg9q807-fd4088a612e3c4ef
ZOHO Data Analyst,ONX,Bengaluru,₹3L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=516&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c1506797&cb=1713296200046&jobListingId=1008673289199&jrtk=5-yul1-0-1hrk6ijvnjg9q807-307ab1968fb35d3a
Business Analyst,Emerain Technologies,India,₹35T - ₹40T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=517&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d388bc8d&cb=1713296200047&jobListingId=1009234092338&jrtk=5-yul1-0-1hrk6ijvnjg9q807-c5ab9f863aa0f737
Data Analyst/Business Analyst,UBS,Pune,₹10L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=518&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&cs=1_62a0462d&cb=1713296200045&jobListingId=1009237318503&jrtk=5-yul1-0-1hrk6ijvnjg9q807-10f15592680e7717
Data Analyst,IQUEST,Patiala,₹15T - ₹20T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=519&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fbe58952&cb=1713296200047&jobListingId=1009217591803&jrtk=5-yul1-0-1hrk6ijvnjg9q807-b42fd5f810d16824
Data Analyst,Xplor,Pune,₹5L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=520&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&cs=1_da784cc4&cb=1713296200047&jobListingId=1009198462046&jrtk=5-yul1-0-1hrk6ijvnjg9q807-14af5971c7cef156
Data Quality Analyst,Renesas Electronics,Bengaluru,₹3L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=521&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_15f56f56&cb=1713296200047&jobListingId=1009149100208&jrtk=5-yul1-0-1hrk6ijvnjg9q807-ecdafa314b1a2117
Data Analyst,iXceed Solutions,Chennai,₹10L - ₹22L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=522&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8124be4a&cb=1713296200048&jobListingId=1009238836752&jrtk=5-yul1-0-1hrk6ijvnjg9q807-3aa334ec1a006495
Data Analyst,ZF,Coimbatore,₹6L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=523&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&cs=1_3ba2479d&cb=1713296200047&jobListingId=1009204986046&jrtk=5-yul1-0-1hrk6ijvnjg9q807-1d9432499139a462
