Job Title,Company,Location,Salary,Apply Link
Research Analyst,SeaLink Immigration Services,Remote,₹9T - ₹15T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=524&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5a51bede&cb=1713296200048&jobListingId=1009225713822&jrtk=5-yul1-0-1hrk6ijvnjg9q807-03bf44669aaf24cb
Data Analyst Trainee,Mastroke,Lucknow,₹3L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=525&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&cs=1_14d604f7&cb=1713296200047&jobListingId=1009226918013&jrtk=5-yul1-0-1hrk6ijvnjg9q807-19f803b34d45d34b
Data Analyst,SuperDNA 3D lab,Chandigarh,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=526&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&cs=1_3a7ef944&cb=1713296200047&jobListingId=1009188335625&jrtk=5-yul1-0-1hrk6ijvnjg9q807-7b5083c252ccb862
Data Insight Analyst,RealPage India,Hyderābād,₹4L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=527&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1af17830&cb=1713296200047&jobListingId=1009221492954&jrtk=5-yul1-0-1hrk6ijvnjg9q807-505310d3da289fe0
Data Research Analyst,Forbes Advisor,Mumbai,₹4L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=528&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4702ee82&cb=1713296200047&jobListingId=1009161179637&jrtk=5-yul1-0-1hrk6ijvnjg9q807-1ce0d595f404a2c7
Quality Control Analyst,Tomte India Private Limited,Remote,₹15T - ₹20T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=529&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4a34d081&cb=1713296200048&jobListingId=1009227989256&jrtk=5-yul1-0-1hrk6ijvnjg9q807-ae1bfefa9dd7af47
Senior Data Analyst,Radha Marketing,Kalyan,₹5L - ₹13L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=530&ao=1136043&s=58&guid=0000018ee8694f8fb6127c1d9554a517&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cf640ef5&cb=1713296200048&jobListingId=1009201655942&jrtk=5-yul1-0-1hrk6ijvnjg9q807-b8f0ed7c63e22fb1
Business Analyst,Royal Datamatics Pvt. Ltd.,Bengaluru,₹12L - ₹15L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=601&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bd54e85b&cb=1713296205192&jobListingId=1009203444117&jrtk=5-yul1-0-1hrk6ip0bhdh7802-52c208f250a9b54c
Data Analytics Manager,GSK,Bengaluru,₹2L - ₹5L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=602&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_9ae3dc20&cb=1713296205191&jobListingId=1009239338358&jrtk=5-yul1-0-1hrk6ip0bhdh7802-8f25dcefa5fa9778
Data Analyst,Pall,Maharashtra,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=603&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_60ca1f74&cb=1713296205191&jobListingId=1009210440161&jrtk=5-yul1-0-1hrk6ip0bhdh7802-822134cc3aa1c2ab
Data analyst & AI Expert,Human connections Alliance LLP,Bhilai,₹25T - ₹30T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=604&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a0c92e6b&cb=1713296205192&jobListingId=1009228445248&jrtk=5-yul1-0-1hrk6ip0bhdh7802-e2d6df0c18e13c0e
Data Analyst,American Express Global Business Travel,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=605&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_7336e334&cb=1713296205191&jobListingId=1009205036316&jrtk=5-yul1-0-1hrk6ip0bhdh7802-01d07e35e3e1cbf3
Data Analyst,NCR Atleos,Mumbai,₹2L - ₹4L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=606&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_937b2ed6&cb=1713296205191&jobListingId=1009228340454&jrtk=5-yul1-0-1hrk6ip0bhdh7802-fee9f7fe6508a027
Data Research Analyst,Fluid.Live Solutions Pvt Ltd,Pune,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=607&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_bb5aa9d7&cb=1713296205194&jobListingId=1009191951247&jrtk=5-yul1-0-1hrk6ip0bhdh7802-cc630e4a146641d1
Power BI Analyst,Vistatec,Mumbai,₹4L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=608&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_56545e5a&cb=1713296205192&jobListingId=1009238386772&jrtk=5-yul1-0-1hrk6ip0bhdh7802-9bac07ae4afd2621
Data Analyst,LKQ India,Bengaluru,₹7L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=609&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_362a71d6&cb=1713296205191&jobListingId=1008961378814&jrtk=5-yul1-0-1hrk6ip0bhdh7802-d3cf09fd0be3303b
Data Analyst - Marketplace & Omni channel,Myntra.com,Bengaluru,₹7L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=610&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_79df8b92&cb=1713296205195&jobListingId=1009210654368&jrtk=5-yul1-0-1hrk6ip0bhdh7802-f890cec47df19669
Equity Research Analyst,Hindkush Infra Ventures,India,₹35T - ₹80T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=611&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a15cd0d2&cb=1713296205193&jobListingId=1009230006114&jrtk=5-yul1-0-1hrk6ip0bhdh7802-8e1ddd90cf8a7bdb
Junior Data Analyst cum Power BI Developer,Kryptos Technologies,Chennai,₹6L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=612&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_4b125197&cb=1713296205193&jobListingId=1009231768511&jrtk=5-yul1-0-1hrk6ip0bhdh7802-84d957db02581ab4
Senior Analyst - Solution Owner,AstraZeneca,Chennai,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=613&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_028354d5&cb=1713296205192&jobListingId=1009239502516&jrtk=5-yul1-0-1hrk6ip0bhdh7802-e525b7b63515f47f
Business Analyst,Kalyan Business Solutions,Remote,₹1L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=614&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b3a37c48&cb=1713296205195&jobListingId=1009194028641&jrtk=5-yul1-0-1hrk6ip0bhdh7802-3d206408db66f768
Lead Salesforce Business Analyst,Skilmax,Bengaluru,₹12L - ₹21L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=615&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_03516f38&cb=1713296205194&jobListingId=1009239489994&jrtk=5-yul1-0-1hrk6ip0bhdh7802-3c1db4c693f866f5
Data Analyst/Business Analyst,CREST SPECIALITY RESINS PRIVATE LIMITED,Ahmedabad,₹6L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=616&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d287ae63&cb=1713296205194&jobListingId=1009206549594&jrtk=5-yul1-0-1hrk6ip0bhdh7802-c789ae27fc53e6ef
Compliance Analyst,"Astra, Inc.",Remote,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=617&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_0edaa48a&cb=1713296205193&jobListingId=1009216369969&jrtk=5-yul1-0-1hrk6ip0bhdh7802-471af86656d576bd
Lead - BI Data Analyst,Saltmine,Bengaluru,₹5L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=618&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0f7c30a5&cb=1713296205194&jobListingId=1009219301221&jrtk=5-yul1-0-1hrk6ip0bhdh7802-ca50cc3b5363bca5
Commercial Business Analyst,H&M,Bengaluru,₹3L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=619&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_13c450c7&cb=1713296205194&jobListingId=1009206465740&jrtk=5-yul1-0-1hrk6ip0bhdh7802-228fa1e723863084
Financial Analyst,Hewlett Packard,Bengaluru,₹4L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=620&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_c2ac4037&cb=1713296205194&jobListingId=1009232307714&jrtk=5-yul1-0-1hrk6ip0bhdh7802-430f29e778295b56
Data Analyst,AdresoHR,Mumbai,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=621&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6177f498&cb=1713296205194&jobListingId=1009103695454&jrtk=5-yul1-0-1hrk6ip0bhdh7802-45daef3ca356ee97
Data Analyst,Godaam Innovations,Nashik,₹3L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=622&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_1e884c0a&cb=1713296205194&jobListingId=1009186580074&jrtk=5-yul1-0-1hrk6ip0bhdh7802-601f57f842e6e586
Data Analyst,Xiaomi India,Bengaluru,₹5L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=623&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_03498f68&cb=1713296205194&jobListingId=1009123345953&jrtk=5-yul1-0-1hrk6ip0bhdh7802-37de6e5d237fb75b
MIS Analyst,GVMCornerstone Exports India Pvt Ltd,India,₹30T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=624&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_912e04d3&cb=1713296205195&jobListingId=1009227864311&jrtk=5-yul1-0-1hrk6ip0bhdh7802-d604016e9c369f42
Python Developer and Data Analyst Intern,TeamTech Media Private Limited,Calicut,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=625&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_176a37eb&cb=1713296205194&jobListingId=1009226883393&jrtk=5-yul1-0-1hrk6ip0bhdh7802-69a6b9f650ba0721
Data Analyst,WorkSquare,Mumbai,₹20T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=626&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4df2d4ba&cb=1713296205195&jobListingId=1009057343557&jrtk=5-yul1-0-1hrk6ip0bhdh7802-2ae6f6333cb304b0
Data Analyst/Power BI Reporting,Simplex Services,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=627&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_d1db925c&cb=1713296205194&jobListingId=1008749799227&jrtk=5-yul1-0-1hrk6ip0bhdh7802-cfb48c9a51b7f90f
Senior Data Analyst,AlphaSense India,Pune,₹9L - ₹11L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=628&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8c12158e&cb=1713296205194&jobListingId=1009238835503&jrtk=5-yul1-0-1hrk6ip0bhdh7802-9bd80c4adf4ab26d
WIH - Data Analyst,Walkaroo International,Bahādurgarh,₹4L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=629&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&cs=1_1d42c6d7&cb=1713296205194&jobListingId=1009145986565&jrtk=5-yul1-0-1hrk6ip0bhdh7802-32d730f4aea2cad3
Power BI Developer,TAKSH GROUP,Remote,₹50T - ₹80T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=630&ao=1136043&s=58&guid=0000018ee86963b992514a1afb53a609&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_39c3208b&cb=1713296205195&jobListingId=1009229814185&jrtk=5-yul1-0-1hrk6ip0bhdh7802-6f08b36f3dfc130d
Data Analyst,Smith & Nephew,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=701&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_cbdc4ca3&cb=1713296210315&jobListingId=1009219278789&jrtk=5-yul1-0-1hrk6iu0vj33o800-514c07c6a980d872
Business Intelligence Data Analyst,RCM,Visakhapatnam,₹5L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=702&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cf1ae439&cb=1713296210318&jobListingId=1009229155711&jrtk=5-yul1-0-1hrk6iu0vj33o800-aec3361be14d833d
Data Analytics,CMP Techsseract LLP,Lucknow,₹40T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=703&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a58c7d8b&cb=1713296210316&jobListingId=1009237026823&jrtk=5-yul1-0-1hrk6iu0vj33o800-f4d7b8b304e565ba
Data Analyst - RDU International,AstraZeneca,Chennai,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=704&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_a49b1921&cb=1713296210316&jobListingId=1009230608011&jrtk=5-yul1-0-1hrk6iu0vj33o800-78f95392aec02cda
Market Data Analyst - Exchange Feeds,MayStreet,Bengaluru,₹4L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=705&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1fd615c0&cb=1713296210318&jobListingId=1009230990639&jrtk=5-yul1-0-1hrk6iu0vj33o800-b531012f331cb12e
Market Research Data Analyst,Robas Research,Bengaluru,₹4L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=706&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_416f1c7b&cb=1713296210315&jobListingId=1009222611736&jrtk=5-yul1-0-1hrk6iu0vj33o800-012c91490edefcf3
Business Analyst,Contractzy,Verna,₹25T - ₹50T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=707&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5f236613&cb=1713296210319&jobListingId=1009237095253&jrtk=5-yul1-0-1hrk6iu0vj33o800-502c4b1bce2fb7a6
Data Analyst,Applied Cloud Computing,Bengaluru,₹4L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=708&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_40645548&cb=1713296210320&jobListingId=1009100222381&jrtk=5-yul1-0-1hrk6iu0vj33o800-ee1612dd4a3f521c
Data Analyst,Hexanika,Pune,₹4L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=709&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7d95722e&cb=1713296210319&jobListingId=1006316454151&jrtk=5-yul1-0-1hrk6iu0vj33o800-add6cd792bfaf74a
Data Analyst,Legalwiz,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=710&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_0b933bfe&cb=1713296210319&jobListingId=1006763058768&jrtk=5-yul1-0-1hrk6iu0vj33o800-9f24ef70fee125eb
Data Analyst,Artefact,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=711&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_0f7d8745&cb=1713296210318&jobListingId=1008732909892&jrtk=5-yul1-0-1hrk6iu0vj33o800-1f260a64a27b0915
Powerbi cum data analyst,iSageBrum Technologies Pvt Ltd,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=712&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d23e4568&cb=1713296210322&jobListingId=1009217077257&jrtk=5-yul1-0-1hrk6iu0vj33o800-90aec2f39996be7b
Data Solutions Analyst,Barclays,Delhi,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=713&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_85d26df9&cb=1713296210318&jobListingId=1009228321017&jrtk=5-yul1-0-1hrk6iu0vj33o800-5248253da6952cdb
Data Analyst - Utility Linesman,Zeitview,Bengaluru,₹2L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=714&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3d2e5fda&cb=1713296210320&jobListingId=1008968473406&jrtk=5-yul1-0-1hrk6iu0vj33o800-40031b33b72b700f
Data Research Analyst,Market Expertise,Maharashtra,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=715&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_9c4b7aee&cb=1713296210321&jobListingId=1009135352495&jrtk=5-yul1-0-1hrk6iu0vj33o800-f0d25e41997d9ac2
Product Analyst (Fully Remote),Virtual Internships,Bengaluru,₹4L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=716&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_82589a3e&cb=1713296210321&jobListingId=1009224596959&jrtk=5-yul1-0-1hrk6iu0vj33o800-9d1d64b8a8e3140b
Data Analyst,Criteo,Gurgaon,₹2L - ₹3L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=717&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_c24bd179&cb=1713296210319&jobListingId=1009232391828&jrtk=5-yul1-0-1hrk6iu0vj33o800-f826c659dc79a209
Junior Data Analyst,Amber Internet solutions,Pune,₹11L - ₹12L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=718&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_c468b8d8&cb=1713296210318&jobListingId=1009223837115&jrtk=5-yul1-0-1hrk6iu0vj33o800-788db7ac5b42d27b
Junior Business Analyst,Nutri Being Pvt Ltd,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=719&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ab5e42d2&cb=1713296210319&jobListingId=1009219179537&jrtk=5-yul1-0-1hrk6iu0vj33o800-3dd7beb36afce483
Senior Data Analyst,Epsilon,Bengaluru,₹6L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=720&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f003592f&cb=1713296210321&jobListingId=1009238493561&jrtk=5-yul1-0-1hrk6iu0vj33o800-71aaaf94409f98c5
HR Data Analyst,"Opalforce, Inc.",Bengaluru,₹6L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=721&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5021096c&cb=1713296210319&jobListingId=1009179573347&jrtk=5-yul1-0-1hrk6iu0vj33o800-32af55a7e28be5f7
SQL analyst,Samsung Electronics,Bengaluru,₹6L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=722&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_88ce4d49&cb=1713296210321&jobListingId=1009221334137&jrtk=5-yul1-0-1hrk6iu0vj33o800-18443370b599d7a5
Data Analyst,SCIENCE AND TECHOLOGY RESEARCH ORGANIZATION PVT. LT,India,₹15T - ₹20T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=723&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_36f6be26&cb=1713296210319&jobListingId=1009200029471&jrtk=5-yul1-0-1hrk6iu0vj33o800-8265bda0ad2d6720
Data Analyst Trainer,Matfly Education Pvt. Ltd.,India,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=724&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_06619113&cb=1713296210322&jobListingId=1009219128881&jrtk=5-yul1-0-1hrk6iu0vj33o800-5882a3ae86e72773
Data Analyst,Barclays,Delhi,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=725&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_e4f7f24f&cb=1713296210321&jobListingId=1009159075297&jrtk=5-yul1-0-1hrk6iu0vj33o800-292d78861b4ec70b
Senior Data Analyst | Research Operations | Noida Area / Remote,Savanta,Remote,₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=726&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_75c5fd6a&cb=1713296210320&jobListingId=1008051614799&jrtk=5-yul1-0-1hrk6iu0vj33o800-1c18efda53efe30c
Data Analyst,S&P Global,Gurgaon,₹7L - ₹9L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=727&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&cs=1_94a5be60&cb=1713296210319&jobListingId=1009019159668&jrtk=5-yul1-0-1hrk6iu0vj33o800-fef41142cd5ce8c8
Quality Assurance Analyst,Taiyo.Ai,Remote,₹5L - ₹7L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=728&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_df881742&cb=1713296210320&jobListingId=1009226764668&jrtk=5-yul1-0-1hrk6iu0vj33o800-532d7751c39e81e0
Data Analyst,Moving walls India Pvt ltd,Chennai,₹3L - ₹8L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=729&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_119ea1fe&cb=1713296210321&jobListingId=1008986176501&jrtk=5-yul1-0-1hrk6iu0vj33o800-99cfbc6ec8f3c725
Data Analyst Trainer,Fixity Technologies Pvt Ltd,Vijayawāda,₹30T - ₹50T,https://www.glassdoor.co.in/partner/jobListing.htm?pos=730&ao=1136043&s=58&guid=0000018ee86977e18eda7d2534c09897&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8170557e&cb=1713296210320&jobListingId=1009199822904&jrtk=5-yul1-0-1hrk6iu0vj33o800-a2aabf727791b8b7
Data Analyst,Osool Entertianment Investment Company,Hyderābād,N/A,https://www.glassdoor.co.in/partner/jobListing.htm?pos=801&ao=1110586&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_540cf94d&cb=1713296215692&jobListingId=1009145280583&cpc=8795CF9063CD573D&jrtk=5-yul1-0-1hrk6j38vjqvi800-d5bf506dfa9632a3---6NYlbfkN0A-TCrXhWTIYzePoscu3KTOuAM9HD0nqBgGrkaIB835nR3uCHfTvWVuKGd86S1sECKnYHcneMpzW6h4s0oeH1z4bbjdKgBs8kUnVekEBELHlsCREJM8WquhSjaEJNdlKcYYJLNKy0LtrAktm5YpUqe63U9wdsjj3KwtbX5__5RBlXsmZGhwbkqo8kZcWpUEI24W8k8Cq0G3lelQ9C4Kfc5NfVT9FB9JUhLHujzxL47nj5dFAo-DKr-MMRmvtnbECda2zI3i0yyYsDr74VLnLgjnyJh342uilfkSQgJt8JSdcX_6xszcAOHkNqFoyiToJ7jILkObvXTV9Y7bg7DbHRu9m4kwfiYzlD6wHk7cQ7jEGFuIt-bGPeKDp3z4q77AUFo0nAF0irFvfZGkprWYmjdCRud5ZpzcL98EUXl_YjO3l_N4bczeGTwCdh9Baoc3R19RH4OCfrzRZuCVVQSeY3IytOY3GXeYaOifHLmovAq5TJiRkgz5GnUxxGlC9jR0CBVX7K_23AjTKRrHUlp5Ayoo_ZsL6QJbzng5WTLmRrxRGOrYmmph9O8UgnxQTal2Xz_qaxG681Xrom7we-0IOapD
Data Analyst,ITI Data,Chennai,₹4L - ₹6L,https://www.glassdoor.co.in/partner/jobListing.htm?pos=802&ao=1136043&s=58&guid=0000018ee8698ca193349da74a349f08&src=GD_JOB_AD&t=SR&vt=w&cs=1_62e5f0e0&cb=1713296215689&jobListingId=1009238005613&jrtk=5-yul1-0-1hrk6j38vjqvi800-8f226b7e75e60db3
